conclave_date,pope_name,rank,name,name_words,country_serving,born,age_at_conclave,years_served_as_cardinal,cardinal_type,date_created,creator_pope,position,votes_received_in_prev_conclave,newsweek_choice,betting_market,first_language,elected
29-May-1724,Benedict XIII,1,Pierfrancesco Orsini,2,Italy,2-Feb-1649,75.3155,52.2628,CB,22-Feb-1672,Clement X,Archbishop of Benevento,0,0,0,Italian,yes
12-Jul-1730,Clement XII,1,Lorenzo Corsini,2,Italy,7-Apr-1652,78.2587,24.1533,CB,17-May-1706,Clement XI,Archbishop of Nicomedia,0,0,0,Italian,yes
17-Aug-1740,Benedict XIV,23,Prospero Lorenzo Lambertini,3,Italy,31-Mar-1675,65.3799,12.2984,CP,30-Apr-1728,Benedict XIII,Archbishop of Ancona e Numana,0,0,0,Italian,yes
6-Jul-1758,Clement XIII,25,Carlo della Torre di Rezzonico ,5,Italy,7-Mar-1693,65.3279,20.5421,CP,20-Dec-1737,Clement XII,Bishop of Padua,0,0,0,Italian,yes
19-May-1769,Clement XIV,50,Giovanni Vincenzo Antonio Ganganelli,4,Italy,31-Oct-1705,63.5483,9.6509,CP,24-Sep-1759,Clement XIII,NA,0,0,0,Italian,yes
15-Feb-1775,Pius VI,35,Giovanni Angelo Onofrio Melchiorre Natale Antonio Braschi,7,Italy,25-Dec-1717,57.1417,1.8070,CP,26-Apr-1773,Clement XIV,General Treasurer of the Apostolic Camera,0,0,0,Italian,yes
14-Mar-1800,Pius VII,50,Barnaba Niccolò Maria Luigi Chiaramonti,5,Italy,14-Aug-1742,57.5797,15.0746,CP,14-Feb-1785,Pius VI,Abbot of San Paolo fuori le Mura,0,0,0,Italian,yes
28-Sep-1823,Leo XII,8,Annibale Francesco Clemente Melchiorre Girolamo Nicola della Genga,8,Italy,22-Aug-1760,63.0965,7.5565,CP,8-Mar-1816,Pius VII,Archbishop of Senigallia,0,0,0,Italian,yes
31-Mar-1829,Pius VIII,9,Francesco Saverio Maria Felice Castiglioni,5,Italy,20-Nov-1761,67.3566,13.0623,CP,8-Mar-1816,Pius VII,Prefect of the Congregation of the Index,0,0,0,Italian,yes
2-Feb-1831,Gregory XVI,45,Bartolomeo Alberto Cappellari,3,Italy,18-Sep-1765,65.3717,5.8700,CP,21-Mar-1825,Leo XII,Prefect of the Congregation for Propagation of the Faith,0,0,0,Italian,yes
16-Jun-1846,Pius IX,45,Giovanni Maria Battista Pietro Pellegrino Isidoro Mastai-Ferretti,7,Italy,13-May-1792,54.0890,5.5031,CP,14-Dec-1840,Gregory XVI,Archbishop of Spoleto,0,0,0,Italian,yes
20-Feb-1878,Leo XIII,5,Gioacchino Vincenzo Raffaele Luigi Pecci,5,Italy,2-Mar-1810,67.9726,24.1725,CP,19-Dec-1853,Pius IX,Archbishop-Bishop of Perugia ,0,0,0,Italian,yes
4-Aug-1903,Pius X,27,Giuseppe Melchiorre Sarto,3,Italy,2-Jun-1835,68.1697,10.1410,CP,12-Jun-1893,Leo XIII,Patriarch of Venice,0,0,0,Italian,yes
3-Sep-1914,Benedict XV,62,Giacomo Paolo Giovanni Battista della Chiesa,6,Italy,21-Nov-1854,59.7810,0.2765,CP,25-May-1914,Pius X,Archbishop of Bologna,0,0,0,Italian,yes
6-Feb-1922,Pius XI,53,Ambrogio Damiano Achille Ratti,4,Italy,31-May-1857,64.6845,0.6516,CP,13-Jun-1921,Benedict XV,Archbishop of Milan,0,0,0,Italian,yes
2-Mar-1939,Pius XII,20,Eugenio Maria Giuseppe Giovanni Pacelli ,5,Italy,2-Mar-1876,62.9952,9.2074,CP,16-Dec-1929,Pius XI,Cardinal Secretary of State,0,0,0,Italian,yes
28-Oct-1958,John XXIII,11,Angelo Giuseppe Roncalli ,3,Italy,25-Nov-1881,76.9199,5.7906,CP,12-Jan-1953,Pius XII,Patriarch of Venice,0,0,0,Italian,yes
21-Jun-1963,Paul VI,23,Giovanni Battista Enrico Antonio Maria Montini ,6,Italy,26-Sep-1897,65.7303,4.5147,CP,15-Dec-1958,John XXIII,Archbishop of Milan,0,0,0,Italian,yes
28-Feb-2013,NA,1,Giovanni Battista Re,3,Italy,30-Jan-1934,79.0801,12.0192,CB,21 February 2001,John Paul II,Prefect emeritus of the Congregation for Bishops,0,0,0,Italian,no
28-Feb-2013,NA,2,Tarcisio Bertone ,2,Italy,2-Dec-1934,78.2423,9.3580,CB,21 October 2003,John Paul II,Secretary of State and Camerlengo of the Holy Roman Church,0,0,0.16,Italian,no
28-Feb-2013,NA,3,Antonios Naguib,2,Egypt,18-Mar-1935,77.9521,2.2752,CB,20 November 2010,Benedict XVI,"Patriarch emeritus of Alexandria
(Coptic Church)",0,0,0,Arabic,no
28-Feb-2013,NA,4,Béchara Boutros Raï ,3,Lebanon,25-Feb-1940,73.0103,0.2628,CB,24 November 2012,Benedict XVI,"Patriarch of Antioch
(Maronite Church)",0,0,0,Arabic,no
28-Feb-2013,NA,5,Godfried Danneels,2,Belgium,4-Jun-1933,79.7372,30.0726,CP,2 February 1983,John Paul II,Archbishop emeritus of Mechelen–Brussels,0,0,0,Dutch,no
28-Feb-2013,NA,6,Joachim Meisner,2,Germany,25-Dec-1933,79.1786,30.0726,CP,2 February 1983,John Paul II,Archbishop of Cologne,0,0,0,German,no
28-Feb-2013,NA,7,Nicolás de Jesús López Rodríguez,5,Dominican Republic,31-Oct-1936,76.3285,21.6728,CP,28 June 1991,John Paul II,Archbishop of Santo Domingo,0,0,0,Spanish,no
28-Feb-2013,NA,8,Roger Michael Mahony,3,United States,27-Feb-1936,77.0048,21.6728,CP,28 June 1991,John Paul II,Archbishop emeritus of Los Angeles,0,0,0,English,no
28-Feb-2013,NA,9,Jaime Lucas Ortega y Alamino,5,Cuba,18-Oct-1936,76.3641,18.2587,CP,26 November 1994,John Paul II,Archbishop of San Cristóbal de la Habana,0,0,0,Spanish,no
28-Feb-2013,NA,10,Jean-Claude Turcotte,2,Canada,26-Jun-1936,76.6762,18.2587,CP,26 November 1994,John Paul II,Archbishop emeritus of Montreal,0,0,0,French,no
28-Feb-2013,NA,11,Vinko Puljić,2,Bosnia and Herzegovina,8-Sep-1945,67.4743,18.2587,CP,26 November 1994,John Paul II,Archbishop of Vrhbosna,0,0,0,Croatian,no
28-Feb-2013,NA,12,Juan Sandoval Íñiguez,3,Mexico,28-Mar-1933,79.9233,18.2587,CP,26 November 1994,John Paul II,Archbishop emeritus of Guadalajara,0,0,0,Spanish,no
28-Feb-2013,NA,13,Antonio María Rouco Varela,4,Spain,20-Aug-1936,76.5257,15.0198,CP,21 February 1998,John Paul II,Archbishop of Madrid,0,0,0,Spanish,no
28-Feb-2013,NA,14,Dionigi Tettamanzi,2,Italy,14-Mar-1934,78.9624,15.0198,CP,21 February 1998,John Paul II,Archbishop emeritus of Milan,2,0,0,Italian,no
28-Feb-2013,NA,15,Polycarp Pengo,2,Tanzania,5-Aug-1944,68.5667,15.0198,CP,21 February 1998,John Paul II,Archbishop of Dar-es-Salaam,0,0,0,Swahili,no
28-Feb-2013,NA,16,Christoph Schönborn ,2,Austria,22-Jan-1945,68.1013,15.0198,CP,21 February 1998,John Paul II,Archbishop of Vienna,0,0,0.06,German,no
28-Feb-2013,NA,17,Norberto Rivera Carrera,3,Mexico,6-Jun-1942,70.7324,15.0198,CP,21 February 1998,John Paul II,Archbishop of Mexico,0,0,0.02,Spanish,no
28-Feb-2013,NA,18,Francis Eugene George ,3,United States,16-Jan-1937,76.1177,15.0198,CP,21 February 1998,John Paul II,Archbishop of Chicago,0,0,0,English,no
28-Feb-2013,NA,19,Zenon Grocholewski,2,Poland,11-Oct-1939,73.3854,12.0192,CP,21 February 2001,John Paul II,Prefect of the Congregation for Catholic Education,0,0,0,Polish,no
28-Feb-2013,NA,20,Crescenzio Sepe,2,Italy,2-Jun-1943,69.7440,12.0192,CP,21 February 2001,John Paul II,Archbishop of Naples,0,0,0,Italian,no
28-Feb-2013,NA,21,Walter Kasper,2,Germany,5-Mar-1933,79.9863,12.0192,CP,21 February 2001,John Paul II,President emeritus of the Pontifical Council for Promoting Christian Unity,0,0,0,German,no
28-Feb-2013,NA,22,Ivan Dias,2,India,14-Apr-1936,76.8761,12.0192,CP,21 February 2001,John Paul II,Prefect emeritus of the Congregation for the Evangelization of Peoples,0,0,0,Marathi,no
28-Feb-2013,NA,23,Geraldo Majella Agnelo,3,Brazil,19-Oct-1933,79.3621,12.0192,CP,21 February 2001,John Paul II,Archbishop emeritus of São Salvador da Bahia,0,0,0,Portuguese,no
28-Feb-2013,NA,24,Audrys Juozas Bačkis,3,Lithuania,1-Feb-1937,76.0739,12.0192,CP,21 February 2001,John Paul II,Archbishop of Vilnius,0,0,0,Lithuanian,no
28-Feb-2013,NA,25,Francisco Javier Errázuriz Ossa ,4,Chile,5-Sep-1933,79.4825,12.0192,CP,21 February 2001,John Paul II,Archbishop emeritus of Santiago de Chile,0,0,0,Spanish,no
28-Feb-2013,NA,26,Julio Terrazas Sandoval ,3,Bolivia,7-Mar-1936,76.9802,12.0192,CP,21 February 2001,John Paul II,Archbishop of Santa Cruz de la Sierra,0,0,0,Spanish,no
28-Feb-2013,NA,27,Wilfrid Fox Napier ,3,South Africa,8-Mar-1941,71.9781,12.0192,CP,21 February 2001,John Paul II,Archbishop of Durban,0,0,0,English,no
28-Feb-2013,NA,28,Óscar Andrés Rodríguez Maradiaga ,4,Honduras,29-Dec-1942,70.1684,12.0192,CP,21 February 2001,John Paul II,Archbishop of Tegucigalpa,3,0,0.05,Spanish,no
28-Feb-2013,NA,29,Juan Luis Cipriani Thorne,4,Peru,28-Dec-1943,69.1718,12.0192,CP,21 February 2001,John Paul II,Archbishop of Lima,0,0,0,Spanish,no
28-Feb-2013,NA,30,Cláudio Hummes ,2,Brazil,8-Aug-1934,78.5599,12.0192,CP,21 February 2001,John Paul II,Prefect emeritus of the Congregation for the Clergy,0,0,0.03,Portuguese,no
28-Feb-2013,Francis,31,Jorge Mario Bergoglio ,3,Argentina,17-Dec-1936,76.1999,12.0192,CP,21 February 2001,John Paul II,Archbishop of Buenos Aires,10,0,0.04,Spanish,yes
28-Feb-2013,NA,32,José da Cruz Policarpo,4,Portugal,26-Feb-1936,77.0075,12.0192,CP,21 February 2001,John Paul II,Patriarch of Lisbon,0,0,0,Portuguese,no
28-Feb-2013,NA,33,Severino Poletto,2,Italy,18-Mar-1933,79.9507,12.0192,CP,21 February 2001,John Paul II,Archbishop emeritus of Turin,0,0,0,Italian,no
28-Feb-2013,NA,34,Karl Lehmann,2,Germany,16-May-1936,76.7885,9.3580,CP,21 October 2003,John Paul II,Bishop of Mainz,0,0,0,German,no
28-Feb-2013,NA,35,Angelo Scola,2,Italy,7-Nov-1941,71.3101,9.3580,CP,21 October 2003,John Paul II,Archbishop of Milan,0,0,0,Italian,no
28-Feb-2013,NA,36,Anthony Olubunmi Okogie,3,Nigeria,16-Jun-1936,76.7036,9.3580,CP,21 October 2003,John Paul II,Archbishop emeritus of Lagos,0,0,0,Yoruba,no
28-Feb-2013,NA,37,Gabriel Zubeir Wako,3,Sudan,27-Feb-1941,72.0027,9.3580,CP,21 October 2003,John Paul II,Archbishop of Khartoum,0,0,0,Arabic,no
28-Feb-2013,NA,38,Carlos Amigo Vallejo ,3,Spain,23-Aug-1934,78.5188,9.3580,CP,21 October 2003,John Paul II,Archbishop emeritus of Seville,0,0,0,Spanish,no
28-Feb-2013,NA,39,Justin Francis Rigali,3,United States,19-Apr-1935,77.8645,9.3580,CP,21 October 2003,John Paul II,Archbishop emeritus of Philadelphia,0,0,0,English,no
28-Feb-2013,NA,40,Ennio Antonelli,2,Italy,18-Nov-1936,76.2793,9.3580,CP,21 October 2003,John Paul II,President emeritus of the Pontifical Council for the Family,0,0,0,Italian,no
28-Feb-2013,NA,41,Peter Kodwo Appiah Turkson,4,Ghana,11-Oct-1948,64.3833,9.3580,CP,21 October 2003,John Paul II,President of the Pontifical Council for Justice and Peace,0,1,0.22,Fante,no
28-Feb-2013,NA,42,Telesphore Placidus Toppo,3,India,15-Oct-1939,73.3744,9.3580,CP,21 October 2003,John Paul II,Archbishop of Ranchi,0,0,0,Hindi,no
28-Feb-2013,NA,43,George Pell,2,Australia,8-Jun-1941,71.7262,9.3580,CP,21 October 2003,John Paul II,Archbishop of Sydney,0,0,0,English,no
28-Feb-2013,NA,44,Josip Bozanić,2,Croatia,20-Mar-1949,63.9452,9.3580,CP,21 October 2003,John Paul II,Archbishop of Zagreb,0,0,0,Croatian,no
28-Feb-2013,NA,45,Jean-Baptiste Phạm Minh Mẫn,4,Vietnam,5-Mar-1934,78.9870,9.3580,CP,21 October 2003,John Paul II,Archbishop of Ho Chi Minh City,0,0,0,Vietnamese,no
28-Feb-2013,NA,46,Philippe Barbarin,2,France,17-Oct-1950,62.3682,9.3580,CP,21 October 2003,John Paul II,Archbishop of Lyon,0,0,0,French,no
28-Feb-2013,NA,47,Péter Erdő,2,Hungary,25-Jun-1952,60.6790,9.3580,CP,21 October 2003,John Paul II,Archbishop of Esztergom–Budapest,0,0,0.07,Hungarian,no
28-Feb-2013,NA,48,Marc Ouellet ,2,Canada,8-Jun-1944,68.7255,9.3580,CP,21 October 2003,John Paul II,Prefect of the Congregation for Bishops,0,0,0.12,French,no
28-Feb-2013,NA,49,Agostino Vallini,2,Italy,17-Apr-1940,72.8679,6.9350,CP,24 March 2006,Benedict XVI,Vicar General for Rome and Archpriest of the Papal Basilica of Saint John Lateran,0,0,0,Italian,no
28-Feb-2013,NA,50,Jorge Liberato Urosa Savino,4,Venezuela,28-Aug-1942,70.5051,6.9350,CP,24 March 2006,Benedict XVI,Archbishop of Caracas,0,0,0,Spanish,no
28-Feb-2013,NA,51,Jean-Pierre Ricard,2,France,25-Sep-1944,68.4271,6.9350,CP,24 March 2006,Benedict XVI,Archbishop of Bordeaux,0,0,0,French,no
28-Feb-2013,NA,52,Antonio Cañizares Llovera,3,Spain,15-Oct-1945,67.3730,6.9350,CP,24 March 2006,Benedict XVI,Prefect of the Congregation for Divine Worship and the Discipline of the Sacraments,0,0,0,Spanish,no
28-Feb-2013,NA,53,Seán Patrick O'Malley,3,United States,29-Jun-1944,68.6680,6.9350,CP,24 March 2006,Benedict XVI,Archbishop of Boston,0,0,0.04,English,no
28-Feb-2013,NA,54,Stanisław Dziwisz,2,Poland,27-Apr-1939,73.8426,6.9350,CP,24 March 2006,Benedict XVI,Archbishop of Kraków,0,0,0.03,Polish,no
28-Feb-2013,NA,55,Carlo Caffarra,2,Italy,1-Jun-1938,74.7461,6.9350,CP,24 March 2006,Benedict XVI,Archbishop of Bologna,0,0,0,Italian,no
28-Feb-2013,NA,56,Seán Baptist Brady,3,Ireland,16-Aug-1939,73.5387,5.2649,CP,24 November 2007,Benedict XVI,Archbishop of Armagh,0,0,0,English,no
28-Feb-2013,NA,57,Lluís Martínez Sistach,3,Spain,29-Apr-1937,75.8357,5.2649,CP,24 November 2007,Benedict XVI,Archbishop of Barcelona,0,0,0,Catalan,no
28-Feb-2013,NA,58,André Vingt-Trois,2,France,7-Nov-1942,70.3107,5.2649,CP,24 November 2007,Benedict XVI,Archbishop of Paris,0,0,0,French,no
28-Feb-2013,NA,59,Angelo Bagnasco,2,Italy,14-Jan-1943,70.1246,5.2649,CP,24 November 2007,Benedict XVI,Archbishop of Genoa,0,0,0.1,Italian,no
28-Feb-2013,NA,60,Théodore-Adrien Sarr,2,Senegal,28-Nov-1936,76.2519,5.2649,CP,24 November 2007,Benedict XVI,Archbishop of Dakar,0,0,0,French,no
28-Feb-2013,NA,61,Oswald Gracias,2,India,24-Dec-1944,68.1807,5.2649,CP,24 November 2007,Benedict XVI,Archbishop of Bombay,0,0,0,English,no
28-Feb-2013,NA,62,Francisco Robles Ortega,3,Mexico,2-Mar-1949,63.9945,5.2649,CP,24 November 2007,Benedict XVI,Archbishop of Guadalajara,0,0,0,Spanish,no
28-Feb-2013,NA,63,Daniel Nicholas DiNardo,3,United States,23-May-1949,63.7700,5.2649,CP,24 November 2007,Benedict XVI,Archbishop of Galveston–Houston,0,0,0,English,no
28-Feb-2013,NA,64,Odilo Pedro Scherer,3,Brazil,21-Sep-1949,63.4387,5.2649,CP,24 November 2007,Benedict XVI,Archbishop of São Paulo,0,0,0.06,Portuguese,no
28-Feb-2013,NA,65,John Njue,2,Kenya,1-Jan-1946,67.1595,5.2649,CP,24 November 2007,Benedict XVI,Archbishop of Nairobi,0,0,0,Kikuyu,no
28-Feb-2013,NA,66,Raúl Eduardo Vela Chiriboga,4,Ecuador,1-Jan-1934,79.1595,2.2752,CP,20 November 2010,Benedict XVI,Archbishop emeritus of Quito,0,0,0,Spanish,no
28-Feb-2013,NA,67,Laurent Monsengwo Pasinya,3,Democratic Republic of the Congo,7-Oct-1939,73.3963,2.2752,CP,20 November 2010,Benedict XVI,Archbishop of Kinshasa,0,0,0,Lingala,no
28-Feb-2013,NA,68,Paolo Romeo,2,Italy,20-Feb-1938,75.0226,2.2752,CP,20 November 2010,Benedict XVI,Archbishop of Palermo,0,0,0,Italian,no
28-Feb-2013,NA,69,Donald William Wuerl,3,United States,12-Nov-1940,72.2957,2.2752,CP,20 November 2010,Benedict XVI,Archbishop of Washington,0,0,0,English,no
28-Feb-2013,NA,70,Raymundo Damasceno Assis,3,Brazil,15-Feb-1937,76.0356,2.2752,CP,20 November 2010,Benedict XVI,Archbishop of Aparecida,0,0,0,Portuguese,no
28-Feb-2013,NA,71,Kazimierz Nycz,2,Poland,1-Feb-1950,63.0746,2.2752,CP,20 November 2010,Benedict XVI,Archbishop of Warsaw,0,0,0,Polish,no
28-Feb-2013,NA,72,Albert Malcolm Ranjith Patabendige Don,5,Sri Lanka,15-Nov-1947,65.2895,2.2752,CP,20 November 2010,Benedict XVI,Archbishop of Colombo,0,0,0,Sinhala,no
28-Feb-2013,NA,73,Reinhard Marx,2,Germany,21-Sep-1953,59.4387,2.2752,CP,20 November 2010,Benedict XVI,Archbishop of Munich and Freising,0,0,0,German,no
28-Feb-2013,NA,74,George Alencherry,2,India,19-Apr-1945,67.8631,1.0294,CP,18 February 2012,Benedict XVI,"Major Archbishop of Ernakulam–Angamaly
(Syro-Malabar Church)",0,0,0,Malayalam,no
28-Feb-2013,NA,75,Thomas Christopher Collins,3,Canada,16-Jan-1947,66.1191,1.0294,CP,18 February 2012,Benedict XVI,Archbishop of Toronto,0,0,0,English,no
28-Feb-2013,NA,76,Dominik Duka ,2,Czech Republic,26-Apr-1943,69.8453,1.0294,CP,18 February 2012,Benedict XVI,Archbishop of Prague,0,0,0,Czech,no
28-Feb-2013,NA,77,Willem Jacobus Eijk,3,Netherlands,22-Jun-1953,59.6879,1.0294,CP,18 February 2012,Benedict XVI,Archbishop of Utrecht,0,0,0,Dutch,no
28-Feb-2013,NA,78,Giuseppe Betori,2,Italy,25-Feb-1947,66.0096,1.0294,CP,18 February 2012,Benedict XVI,Archbishop of Florence,0,0,0,Italian,no
28-Feb-2013,NA,79,Timothy Michael Dolan,3,United States,6-Feb-1950,63.0609,1.0294,CP,18 February 2012,Benedict XVI,Archbishop of New York,0,0,0.03,English,no
28-Feb-2013,NA,80,Rainer Maria Woelki,3,Germany,18-Aug-1956,56.5311,1.0294,CP,18 February 2012,Benedict XVI,Archbishop of Berlin,0,0,0,German,no
28-Feb-2013,NA,81,John Tong Hon,3,"China
(Hong Kong)[d]",31-Jul-1939,73.5825,1.0294,CP,18 February 2012,Benedict XVI,Bishop of Hong Kong,0,0,0,Cantonese,no
28-Feb-2013,NA,82,Baselios Cleemis Thottunkal,3,India,15-Jun-1959,53.7084,0.2628,CP,24 November 2012,Benedict XVI,"Major Archbishop of Trivandrum
(Syro-Malankara Church)",0,0,0,Malayalam,no
28-Feb-2013,NA,83,John Olorunfemi Onaiyekan,3,Nigeria,29-Jan-1944,69.0842,0.2628,CP,24 November 2012,Benedict XVI,Archbishop of Abuja,0,0,0,English,no
28-Feb-2013,NA,84,Rubén Salazar Gómez,3,Colombia,22-Sep-1942,70.4367,0.2628,CP,24 November 2012,Benedict XVI,Archbishop of Bogotá,0,0,0,Spanish,no
28-Feb-2013,NA,85,Luis Antonio Gokim Tagle,4,Philippines,21-Jun-1957,55.6906,0.2628,CP,24 November 2012,Benedict XVI,Archbishop of Manila,0,0,0.04,Tagalog,no
28-Feb-2013,NA,86,Jean-Louis Tauran,2,France,5-Apr-1943,69.9028,9.3580,CD,21 October 2003,John Paul II,President of the Pontifical Council for Interreligious Dialogue (Protodeacon),0,0,0,French,no
28-Feb-2013,NA,87,Attilio Nicora,2,Italy,16-Mar-1937,75.9562,9.3580,CD,21 October 2003,John Paul II,Pontifical Legate for the Basilicas of Saint Francis and Saint Mary of the Angels in Assisi and President of the Financial Information Authority,0,0,0,Italian,no
28-Feb-2013,NA,88,William Joseph Levada,3,United States,15-Jun-1936,76.7064,6.9350,CD,24 March 2006,Benedict XVI,Prefect emeritus of the Congregation for the Doctrine of the Faith,0,0,0,English,no
28-Feb-2013,NA,89,Franc Rodé CM,3,Slovenia,23-Sep-1934,78.4339,6.9350,CD,24 March 2006,Benedict XVI,Prefect emeritus of the Congregation for Institutes of Consecrated Life and Societies of Apostolic Life,0,0,0,Slovene,no
28-Feb-2013,NA,90,Leonardo Sandri,2,Argentina,18-Nov-1943,69.2813,5.2649,CD,24 November 2007,Benedict XVI,Prefect of the Congregation for the Oriental Churches,0,1,0.07,Spanish,no
28-Feb-2013,NA,91,Giovanni Lajolo,2,Italy,3-Jan-1935,78.1547,5.2649,CD,24 November 2007,Benedict XVI,President emeritus of the Pontifical Commission for Vatican City State,0,0,0,Italian,no
28-Feb-2013,NA,92,Paul Josef Cordes,3,Germany,5-Sep-1934,78.4832,5.2649,CD,24 November 2007,Benedict XVI,President emeritus of the Pontifical Council Cor Unum,0,0,0,German,no
28-Feb-2013,NA,93,Angelo Comastri,2,Italy,17-Sep-1943,69.4511,5.2649,CD,24 November 2007,Benedict XVI,"Vicar General for Vatican City, Archpriest of the Papal Basilica of Saint Peter and President of the Fabric of Saint Peter",0,0,0,Italian,no
28-Feb-2013,NA,94,Stanisław Ryłko,2,Poland,4-Jul-1945,67.6550,5.2649,CD,24 November 2007,Benedict XVI,President of the Pontifical Council for the Laity,0,0,0.02,Polish,no
28-Feb-2013,NA,95,Raffaele Farina ,2,Italy,24-Sep-1933,79.4305,5.2649,CD,24 November 2007,Benedict XVI,Archivist and Librarian emeritus of the Holy Roman Church,0,0,0,Italian,no
28-Feb-2013,NA,96,Angelo Amato ,2,Italy,8-Jun-1938,74.7269,2.2752,CD,20 November 2010,Benedict XVI,Prefect of the Congregation for the Causes of Saints,0,0,0,Italian,no
28-Feb-2013,NA,97,Robert Sarah,2,Guinea,15-Jun-1945,67.7070,2.2752,CD,20 November 2010,Benedict XVI,President of the Pontifical Council Cor Unum,0,0,0.02,French,no
28-Feb-2013,NA,98,Francesco Monterisi,2,Italy,28-May-1934,78.7570,2.2752,CD,20 November 2010,Benedict XVI,Archpriest emeritus of the Papal Basilica of Saint Paul Outside the Walls,0,0,0,Italian,no
28-Feb-2013,NA,99,Raymond Leo Burke,3,United States,30-Jun-1948,64.6653,2.2752,CD,20 November 2010,Benedict XVI,Prefect of the Supreme Tribunal of the Apostolic Signatura,0,0,0,English,no
28-Feb-2013,NA,100,Kurt Koch,2,Switzerland,15-Mar-1950,62.9596,2.2752,CD,20 November 2010,Benedict XVI,President of the Pontifical Council for Promoting Christian Unity,0,0,0,German,no
28-Feb-2013,NA,101,Paolo Sardi,2,Italy,1-Sep-1934,78.4942,2.2752,CD,20 November 2010,Benedict XVI,Patron of the Sovereign Military Order of Malta,0,0,0,Italian,no
28-Feb-2013,NA,102,Mauro Piacenza,2,Italy,15-Sep-1944,68.4545,2.2752,CD,20 November 2010,Benedict XVI,Prefect of the Congregation for the Clergy,0,0,0.02,Italian,no
28-Feb-2013,NA,103,Velasio De Paolis ,3,Italy,19-Sep-1935,77.4456,2.2752,CD,20 November 2010,Benedict XVI,President emeritus of the Prefecture for the Economic Affairs of the Holy See,0,0,0,Italian,no
28-Feb-2013,NA,104,Gianfranco Ravasi,2,Italy,18-Oct-1942,70.3655,2.2752,CD,20 November 2010,Benedict XVI,President of the Pontifical Council for Culture,0,0,0.08,Italian,no
28-Feb-2013,NA,105,Fernando Filoni,2,Italy,15-Apr-1946,66.8747,1.0294,CD,18 February 2012,Benedict XVI,Prefect of the Congregation for the Evangelization of Peoples,0,0,0,Italian,no
28-Feb-2013,NA,106,Manuel Monteiro de Castro,4,Portugal,29-Mar-1938,74.9213,1.0294,CD,18 February 2012,Benedict XVI,Major Penitentiary,0,0,0,Portuguese,no
28-Feb-2013,NA,107,Santos Abril y Castelló,4,Spain,21-Sep-1935,77.4401,1.0294,CD,18 February 2012,Benedict XVI,Archpriest of the Papal Basilica of Saint Mary Major,0,0,0,Spanish,no
28-Feb-2013,NA,108,Antonio Maria Vegliò,3,Italy,3-Feb-1938,75.0691,1.0294,CD,18 February 2012,Benedict XVI,President of the Pontifical Council for the Pastoral Care of Migrants and Itinerant People,0,0,0,Italian,no
28-Feb-2013,NA,109,Giuseppe Bertello,2,Italy,1-Oct-1942,70.4120,1.0294,CD,18 February 2012,Benedict XVI,President of the Pontifical Commission for Vatican City State,0,0,0,Italian,no
28-Feb-2013,NA,110,Francesco Coccopalmerio,2,Italy,6-Mar-1938,74.9843,1.0294,CD,18 February 2012,Benedict XVI,President of the Pontifical Council for Legislative Texts,0,0,0,Italian,no
28-Feb-2013,NA,111,João Braz de Aviz,4,Brazil,24-Apr-1947,65.8508,1.0294,CD,18 February 2012,Benedict XVI,Prefect of the Congregation for Institutes of Consecrated Life and Societies of Apostolic Life,0,0,0,Portuguese,no
